date,open,high,low,close
5/26/2000,3.1429,3.2096,3.0446,3.0846
5/30/2000,3.1293,3.1471,2.9196,3.1271
5/31/2000,3.1025,3.2589,2.9932,3
6/1/2000,2.9196,3.1986,2.8704,3.1829
6/2/2000,3.3482,3.5625,3.1786,3.3057
6/5/2000,3.3325,3.4018,3.2032,3.2611
6/6/2000,3.2846,3.4554,3.2254,3.3168
6/7/2000,3.3436,3.4643,3.2721,3.4486
6/8/2000,3.4864,3.5179,3.3257,3.3861
6/9/2000,3.4554,3.4979,3.3704,3.4196
6/12/2000,3.4418,3.4443,3.2454,3.2568
6/13/2000,3.2568,3.3818,3.1496,3.375
6/14/2000,3.3818,3.4375,3.2186,3.23
6/15/2000,3.2589,3.3346,3.1786,3.2989
6/16/2000,3.3393,3.3482,3.1807,3.2568
6/19/2000,3.2343,3.4954,3.2075,3.4507
6/20/2000,3.5179,3.7121,3.5132,3.6161
6/21/2000,3.6071,4.0671,3.5936,3.9736
6/22/2000,3.9821,4.1164,3.8257,3.8393
6/23/2000,3.8414,3.9021,3.6293,3.6921
6/26/2000,3.75,3.9107,3.7236,3.8664
6/27/2000,3.8414,3.9643,3.6879,3.6964
6/28/2000,3.8079,3.9557,3.6786,3.8886
6/29/2000,3.79,3.8529,3.6471,3.6607
6/30/2000,3.7721,3.9243,3.6921,3.7414
7/3/2000,3.7236,3.8793,3.7236,3.8079
7/5/2000,3.8036,3.9421,3.625,3.6879
7/6/2000,3.75,3.7814,3.545,3.7007
7/7/2000,3.7564,3.915,3.7236,3.8886
7/10/2000,3.8636,4.1607,3.8393,4.0807
7/11/2000,4.0714,4.2321,3.96,4.0671
7/12/2000,4.1521,4.21,4.0271,4.2057
7/13/2000,4.1786,4.3307,3.9107,4.0357
7/14/2000,4.0807,4.2143,4.0629,4.1207
7/17/2000,4.1607,4.2007,4.0807,4.165
7/18/2000,4.1786,4.2057,4.0629,4.0893
7/19/2000,3.9421,4.0579,3.6964,3.7636
7/20/2000,3.9286,4.0757,3.8664,3.9379
7/21/2000,3.8829,3.9736,3.7814,3.8257
7/24/2000,3.7543,3.7771,3.3929,3.4779
7/25/2000,3.5936,3.6164,3.5043,3.5757
7/26/2000,3.56,3.6607,3.5179,3.5757
7/27/2000,3.5714,3.8036,3.5629,3.7143
7/28/2000,3.7343,3.75,3.3486,3.4507
7/31/2000,3.5114,3.6879,3.4821,3.6293
8/1/2000,3.5936,3.6543,3.5179,3.5221
8/2/2000,3.5,3.5671,3.3707,3.375
8/3/2000,3.2543,3.4329,3.1607,3.4286
8/4/2000,3.5336,3.6607,3.3079,3.3843
8/7/2000,3.42,3.5043,3.3707,3.4243
8/8/2000,3.4243,3.4286,3.3079,3.3393
8/9/2000,3.4379,3.46,3.375,3.3929
8/10/2000,3.4286,3.46,3.3843,3.3971
8/11/2000,3.3457,3.4286,3.2543,3.4064
8/14/2000,3.3993,3.4064,3.3079,3.3614
8/15/2000,3.375,3.4243,3.3214,3.335
8/16/2000,3.3486,3.5,3.3436,3.4643
8/17/2000,3.4557,3.7457,3.4507,3.6743
8/18/2000,3.67,3.7007,3.5629,3.5714
8/21/2000,3.5893,3.6829,3.545,3.6071
8/22/2000,3.6164,3.7721,3.5986,3.6921
8/23/2000,3.6764,3.9107,3.6471,3.8793
8/24/2000,3.905,4.045,3.8129,4.0079
8/25/2000,4.0357,4.1071,4.0271,4.0579
8/28/2000,4.0893,4.2143,4.0757,4.1471
8/29/2000,4.1343,4.2457,4.1207,4.2279
8/30/2000,4.2143,4.2857,4.1929,4.25
8/31/2000,4.2121,4.3929,4.21,4.3529
9/1/2000,4.3793,4.545,4.3664,4.5314
9/5/2000,4.4757,4.58,4.4464,4.46
9/6/2000,4.3843,4.4557,4.125,4.1743
9/7/2000,4.2236,4.4686,4.1607,4.4286
9/8/2000,4.4021,4.4021,4.1786,4.2057
9/11/2000,4.1921,4.3129,4.1521,4.1743
9/12/2000,4.0957,4.29,4.0714,4.125
9/13/2000,4.0536,4.25,4.0536,4.1429
9/14/2000,4.1829,4.2593,4.0579,4.0614
9/15/2000,4.125,4.1564,3.875,3.945
9/18/2000,3.9464,4.3393,3.9329,4.3329
9/19/2000,4.2679,4.3214,4.1829,4.2814
9/20/2000,4.2436,4.3886,4.1829,4.3607
9/21/2000,4.1786,4.2593,3.9464,4.0493
9/22/2000,3.5936,3.7457,3.5714,3.7279
9/25/2000,3.7679,3.9643,3.7186,3.8214
9/26/2000,3.8079,3.9107,3.67,3.6743
9/27/2000,3.6964,3.7679,3.4464,3.4957
9/28/2000,3.5221,3.8436,3.4379,3.8214
9/29/2000,2.0136,2.0714,1.8121,1.8393
10/2/2000,1.9064,1.9107,1.6786,1.7321
10/3/2000,1.7814,1.7857,1.585,1.5936
10/4/2000,1.5979,1.6964,1.5621,1.6871
10/5/2000,1.6786,1.75,1.5714,1.5757
10/6/2000,1.6207,1.6386,1.5,1.585
10/9/2000,1.6157,1.6336,1.5086,1.5536
10/10/2000,1.5443,1.6029,1.4643,1.4907
10/11/2000,1.4371,1.5,1.3657,1.4014
10/12/2000,1.4507,1.4864,1.3929,1.4286
10/13/2000,1.4464,1.58,1.4286,1.5757
10/16/2000,1.5936,1.6607,1.5264,1.5357
10/17/2000,1.5493,1.5671,1.4064,1.4371
10/18/2000,1.3886,1.5043,1.3393,1.4371
10/19/2000,1.3686,1.415,1.3079,1.3529
10/20/2000,1.3614,1.455,1.3529,1.3929
10/23/2000,1.4479,1.4686,1.3886,1.455
10/24/2000,1.4779,1.4907,1.3436,1.3479
10/25/2000,1.3614,1.3707,1.3171,1.3214
10/26/2000,1.3436,1.3479,1.25,1.3214
10/27/2000,1.3479,1.3707,1.2764,1.3257
10/30/2000,1.3657,1.4243,1.3393,1.3793
10/31/2000,1.4107,1.4464,1.375,1.3971
11/1/2000,1.3886,1.4907,1.3886,1.4643
11/2/2000,1.5086,1.6029,1.5043,1.5936
11/3/2000,1.6429,1.6429,1.5671,1.5893
11/6/2000,1.6029,1.6157,1.4907,1.5314
11/7/2000,1.5357,1.5579,1.4864,1.5221
11/8/2000,1.5264,1.5314,1.415,1.4329
11/9/2000,1.4193,1.4643,1.3614,1.4421
11/10/2000,1.3829,1.4193,1.3614,1.3614
11/13/2000,1.3393,1.4286,1.3036,1.3836
11/14/2000,1.4243,1.4643,1.3971,1.4464
11/15/2000,1.4307,1.4421,1.375,1.4193
11/16/2000,1.3929,1.415,1.3479,1.3571
11/17/2000,1.3707,1.375,1.3036,1.3214
11/20/2000,1.3279,1.3929,1.3036,1.3529
11/21/2000,1.3707,1.3929,1.3393,1.3436
11/22/2000,1.3436,1.3657,1.3121,1.3214
11/24/2000,1.3471,1.3929,1.3436,1.3793
11/27/2000,1.4193,1.4243,1.3214,1.335
11/28/2000,1.335,1.3571,1.2814,1.2879
11/29/2000,1.2921,1.3079,1.2321,1.2543
11/30/2000,1.1921,1.2143,1.1514,1.1786
12/1/2000,1.2143,1.25,1.2007,1.2186
12/4/2000,1.2279,1.2279,1.1743,1.1921
12/5/2000,1.21,1.2457,1.1693,1.2143
12/6/2000,1.045,1.0714,1,1.0221
12/7/2000,1.0314,1.0629,1,1.0221
12/8/2000,1.0579,1.0936,1.0314,1.0757
12/11/2000,1.085,1.0986,1.0629,1.085
12/12/2000,1.0893,1.1429,1.0714,1.0986
12/13/2000,1.1114,1.1114,1.0629,1.0714
12/14/2000,1.0736,1.0893,1.0314,1.0314
12/15/2000,1.04,1.0493,1,1.0043
12/18/2000,1.04,1.045,0.9957,1.0179
12/19/2000,1.0271,1.0893,1,1
12/20/2000,0.9843,1.045,0.9736,1.0271
12/21/2000,1.0179,1.0714,0.9914,1.0043
12/22/2000,1.0093,1.0714,1.0093,1.0714
12/26/2000,1.0629,1.0714,1.0179,1.0493
12/27/2000,1.0243,1.0579,1.0136,1.0579
12/28/2000,1.0271,1.0671,1.0221,1.0579
12/29/2000,1.0493,1.0714,1.0357,1.0629
1/2/2001,1.0629,1.0893,1.04,1.0629
1/3/2001,1.0357,1.1921,1.0314,1.1693
1/4/2001,1.2957,1.3214,1.2007,1.2186
1/5/2001,1.21,1.2407,1.1471,1.1693
1/8/2001,1.21,1.2129,1.1386,1.1829
1/9/2001,1.2007,1.26,1.1829,1.2279
1/10/2001,1.1921,1.2143,1.1471,1.1829
1/11/2001,1.1607,1.3214,1.1607,1.2857
1/12/2001,1.2764,1.2857,1.2186,1.2279
1/16/2001,1.2457,1.3036,1.2143,1.2229
1/17/2001,1.2543,1.2543,1.1786,1.2007
1/18/2001,1.2721,1.3393,1.2586,1.335
1/19/2001,1.3886,1.3971,1.335,1.3929
1/22/2001,1.3614,1.4014,1.3171,1.375
1/23/2001,1.3793,1.4957,1.3614,1.4643
1/24/2001,1.4729,1.4779,1.3971,1.4643
1/25/2001,1.4686,1.4686,1.4107,1.4243
1/26/2001,1.3929,1.415,1.3614,1.3971
1/29/2001,1.3971,1.5536,1.3971,1.5493
1/30/2001,1.54,1.5714,1.4907,1.5536
1/31/2001,1.5357,1.6071,1.5314,1.5443
2/1/2001,1.4779,1.5357,1.4643,1.5086
2/2/2001,1.5086,1.5671,1.4643,1.4729
2/5/2001,1.4643,1.4686,1.4107,1.4421
2/6/2001,1.44,1.5279,1.4286,1.5086
2/7/2001,1.4757,1.4907,1.415,1.4821
2/8/2001,1.4686,1.5043,1.4421,1.4821
2/9/2001,1.4643,1.4864,1.335,1.3657
2/12/2001,1.3614,1.4286,1.3436,1.4064
2/13/2001,1.4243,1.46,1.3571,1.3657
2/14/2001,1.3707,1.4014,1.3214,1.3929
2/15/2001,1.4064,1.4686,1.4064,1.4329
2/16/2001,1.3571,1.3929,1.3393,1.3571
2/20/2001,1.3707,1.3886,1.2993,1.3079
2/21/2001,1.3036,1.4243,1.3036,1.3479
2/22/2001,1.3614,1.3836,1.2857,1.3436
2/23/2001,1.33,1.3479,1.3036,1.3436
2/26/2001,1.3614,1.4064,1.3257,1.3929
2/27/2001,1.3771,1.3886,1.335,1.3836
2/28/2001,1.3836,1.3886,1.2943,1.3036
3/1/2001,1.2721,1.3393,1.2279,1.3393
3/2/2001,1.3079,1.46,1.3036,1.375
3/5/2001,1.3836,1.4643,1.375,1.455
3/6/2001,1.48,1.5757,1.4779,1.5357
3/7/2001,1.5221,1.5443,1.4821,1.5179
3/8/2001,1.4779,1.5086,1.46,1.4864
3/9/2001,1.4729,1.4779,1.4286,1.4464
3/12/2001,1.4064,1.4193,1.2943,1.33
3/13/2001,1.3479,1.3971,1.2993,1.3971
3/14/2001,1.3214,1.4643,1.3171,1.46
3/15/2001,1.4907,1.5264,1.4064,1.4064
3/16/2001,1.3571,1.4507,1.3479,1.4014
3/19/2001,1.4107,1.4729,1.3929,1.4686
3/20/2001,1.48,1.4957,1.4064,1.4064
3/21/2001,1.4129,1.4907,1.3836,1.4371
3/22/2001,1.455,1.5536,1.4421,1.5443
3/23/2001,1.5757,1.6829,1.5714,1.6429
3/26/2001,1.6521,1.6964,1.5093,1.5557
3/27/2001,1.5671,1.6464,1.5643,1.6336
3/28/2001,1.5771,1.6071,1.5357,1.5836
3/29/2001,1.555,1.675,1.5357,1.6093
3/30/2001,1.6107,1.6229,1.5243,1.5764
4/2/2001,1.5779,1.6186,1.5286,1.5421
4/3/2001,1.5257,1.5286,1.4379,1.4457
4/4/2001,1.4114,1.4464,1.3393,1.3929
4/5/2001,1.4714,1.6071,1.4286,1.4907
4/6/2001,1.4857,1.5029,1.4214,1.4707
4/9/2001,1.4779,1.5243,1.4329,1.4671
4/10/2001,1.4929,1.6214,1.4843,1.5743
4/11/2001,1.6414,1.6429,1.52,1.5571
4/12/2001,1.53,1.6443,1.5107,1.6014
4/16/2001,1.5779,1.6,1.49,1.5314
4/17/2001,1.5143,1.515,1.4,1.4571
4/18/2001,1.5407,1.72,1.5057,1.6279
4/19/2001,1.825,1.8393,1.6857,1.8371
4/20/2001,1.7807,1.8307,1.7571,1.7886
4/23/2001,1.7386,1.7857,1.7143,1.7321
4/24/2001,1.7379,1.7679,1.6793,1.7164
4/25/2001,1.7293,1.7757,1.6836,1.7657
4/26/2001,1.7979,1.8643,1.7629,1.7636
4/27/2001,1.8,1.8779,1.7679,1.8714
4/30/2001,1.9071,1.9371,1.7764,1.8207
5/1/2001,1.815,1.8929,1.8,1.8521
5/2/2001,1.8814,1.9071,1.84,1.8993
5/3/2001,1.855,1.875,1.7664,1.7829
5/4/2001,1.7314,1.8464,1.7114,1.8393
5/7/2001,1.83,1.84,1.7743,1.7829
5/8/2001,1.8107,1.8179,1.7107,1.755
5/9/2001,1.7243,1.7536,1.6907,1.7129
5/10/2001,1.7293,1.75,1.6393,1.6429
5/11/2001,1.6436,1.6779,1.6257,1.6321
5/14/2001,1.635,1.6914,1.625,1.6636
5/15/2001,1.6693,1.8214,1.6457,1.6557
5/16/2001,1.6614,1.75,1.6321,1.7214
5/17/2001,1.7307,1.7379,1.6607,1.6821
5/18/2001,1.6686,1.6886,1.6514,1.6807
5/21/2001,1.6879,1.7079,1.6464,1.6829
5/22/2001,1.7143,1.7236,1.6714,1.6786
5/23/2001,1.6964,1.6964,1.6329,1.6593
5/24/2001,1.6636,1.6643,1.6157,1.6571
5/25/2001,1.6571,1.6636,1.6071,1.6257
5/29/2001,1.5943,1.6071,1.4864,1.5336
5/30/2001,1.4829,1.4829,1.3786,1.4129
5/31/2001,1.4143,1.4457,1.3921,1.425
6/1/2001,1.4379,1.5064,1.4271,1.4921
6/4/2001,1.5057,1.5079,1.4614,1.4757
6/5/2001,1.4857,1.5071,1.4536,1.4957
6/6/2001,1.495,1.495,1.4521,1.4807
6/7/2001,1.4793,1.55,1.4607,1.5471
6/8/2001,1.5464,1.5464,1.4793,1.5229
6/11/2001,1.5036,1.505,1.425,1.4314
6/12/2001,1.4121,1.4779,1.4114,1.4507
6/13/2001,1.53,1.5521,1.4329,1.4621
6/14/2001,1.4314,1.4607,1.4121,1.42
6/15/2001,1.4357,1.4821,1.3821,1.46
6/18/2001,1.4579,1.4893,1.4286,1.4521
6/19/2001,1.4893,1.5286,1.4293,1.4421
6/20/2001,1.4286,1.5607,1.4271,1.5479
6/21/2001,1.5393,1.6429,1.5071,1.6064
6/22/2001,1.6057,1.6429,1.5543,1.59
6/25/2001,1.6071,1.7143,1.6036,1.7136
6/26/2001,1.6671,1.6979,1.6436,1.6964
6/27/2001,1.7021,1.7143,1.6071,1.6671
6/28/2001,1.6464,1.7079,1.6386,1.6814
6/29/2001,1.69,1.7929,1.6571,1.6607
7/2/2001,1.6886,1.7307,1.6529,1.7071
7/3/2001,1.6793,1.7271,1.6786,1.7029
7/5/2001,1.6857,1.6979,1.6436,1.6564
7/6/2001,1.6257,1.64,1.5514,1.5736
7/9/2001,1.5779,1.6429,1.5486,1.6214
7/10/2001,1.6393,1.6479,1.4886,1.51
7/11/2001,1.5021,1.6107,1.5,1.61
7/12/2001,1.6643,1.7721,1.6643,1.74
7/13/2001,1.7236,1.7864,1.7029,1.775
7/16/2001,1.7771,1.7929,1.7079,1.7114
7/17/2001,1.7129,1.8014,1.6436,1.7929
7/18/2001,1.5557,1.6271,1.4586,1.485
7/19/2001,1.5164,1.53,1.4107,1.4257
7/20/2001,1.4071,1.4329,1.3921,1.4271
7/23/2001,1.435,1.4643,1.3936,1.3957
7/24/2001,1.385,1.4229,1.3379,1.3636
7/25/2001,1.3657,1.3786,1.2836,1.3193
7/26/2001,1.32,1.3429,1.275,1.3279
7/27/2001,1.3393,1.375,1.3214,1.3543
7/30/2001,1.3657,1.3829,1.3221,1.3521
7/31/2001,1.3764,1.3871,1.3221,1.3421
8/1/2001,1.3579,1.4129,1.3536,1.3614
8/2/2001,1.4036,1.4193,1.3757,1.4157
8/3/2001,1.4207,1.4214,1.3571,1.3929
8/6/2001,1.36,1.4043,1.3571,1.3664
8/7/2001,1.3807,1.405,1.3557,1.375
8/8/2001,1.3757,1.4071,1.3243,1.35
8/9/2001,1.3543,1.3679,1.3371,1.3607
8/10/2001,1.36,1.38,1.3279,1.3586
8/13/2001,1.3643,1.3807,1.34,1.3636
8/14/2001,1.3714,1.3829,1.3336,1.3379
8/15/2001,1.34,1.3529,1.3,1.3171
8/16/2001,1.305,1.3393,1.2836,1.3321
8/17/2001,1.2857,1.3179,1.285,1.2907
8/20/2001,1.2957,1.3021,1.2721,1.2943
8/21/2001,1.2957,1.2957,1.2643,1.28
8/22/2001,1.2814,1.3036,1.2579,1.3007
8/23/2001,1.3,1.31,1.2557,1.2721
8/24/2001,1.2857,1.33,1.2607,1.3264
8/27/2001,1.3286,1.3786,1.2971,1.3514
8/28/2001,1.35,1.3671,1.3143,1.3143
8/29/2001,1.3171,1.345,1.2736,1.2736
8/30/2001,1.2671,1.2986,1.2343,1.2736
8/31/2001,1.2664,1.3286,1.2607,1.325
9/4/2001,1.3214,1.3629,1.2986,1.3036
9/5/2001,1.3029,1.3536,1.2943,1.325
9/6/2001,1.3143,1.3521,1.2607,1.2657
9/7/2001,1.25,1.2929,1.2286,1.2343
9/10/2001,1.2143,1.25,1.2086,1.2407
9/17/2001,1.1429,1.2193,1.1236,1.2136
9/18/2001,1.2071,1.2657,1.155,1.1629
9/19/2001,1.1786,1.2214,1.1143,1.2157
9/20/2001,1.1636,1.2107,1.1071,1.12
9/21/2001,1.0571,1.1607,1.0486,1.1236
9/24/2001,1.1507,1.2029,1.1393,1.175
9/25/2001,1.1529,1.1586,1.0964,1.11
9/26/2001,1.1293,1.135,1.0664,1.0821
9/27/2001,1.0893,1.125,1.0857,1.1079
9/28/2001,1.1221,1.1364,1.0993,1.1079
10/1/2001,1.1064,1.1421,1.0879,1.11
10/2/2001,1.1021,1.1307,1.0629,1.075
10/3/2001,1.0679,1.0971,1.0593,1.07
10/4/2001,1.0964,1.1607,1.0707,1.1343
10/5/2001,1.1,1.1536,1.0707,1.1529
10/8/2001,1.1121,1.1679,1.1071,1.1571
10/9/2001,1.1464,1.1571,1.1164,1.1429
10/10/2001,1.15,1.2036,1.1393,1.2014
10/11/2001,1.2086,1.2671,1.2036,1.2671
10/12/2001,1.2364,1.2914,1.2043,1.2864
10/15/2001,1.2821,1.3129,1.2821,1.285
10/16/2001,1.2921,1.3,1.2693,1.2864
10/17/2001,1.31,1.315,1.2114,1.2136
10/18/2001,1.235,1.3021,1.235,1.2857
10/19/2001,1.2814,1.3143,1.2771,1.3071
10/22/2001,1.3007,1.3621,1.2921,1.3586
10/23/2001,1.3657,1.3871,1.2764,1.2957
10/24/2001,1.29,1.3636,1.2679,1.3536
10/25/2001,1.3171,1.375,1.2971,1.3707
10/26/2001,1.3471,1.375,1.33,1.3336
10/29/2001,1.3264,1.3336,1.2571,1.2593
10/30/2001,1.2414,1.2857,1.2186,1.2571
10/31/2001,1.2664,1.3143,1.2457,1.2543
11/1/2001,1.2607,1.3414,1.2321,1.3279
11/2/2001,1.3229,1.3471,1.2971,1.3264
11/5/2001,1.3457,1.375,1.3293,1.3621
11/6/2001,1.3543,1.4014,1.3236,1.3979
11/7/2001,1.39,1.4379,1.3807,1.3993
11/8/2001,1.4021,1.4207,1.3264,1.3364
11/9/2001,1.3286,1.375,1.325,1.3364
11/12/2001,1.3329,1.3693,1.2829,1.3393
11/13/2001,1.3629,1.385,1.3364,1.3836
11/14/2001,1.3993,1.4214,1.3679,1.4007
11/15/2001,1.3893,1.4214,1.3736,1.3893
11/16/2001,1.3764,1.3779,1.3143,1.355
11/19/2001,1.3571,1.4321,1.3543,1.4286
11/20/2001,1.4157,1.4429,1.3929,1.395
11/21/2001,1.4007,1.4143,1.3757,1.4057
11/23/2001,1.4079,1.425,1.3979,1.4171
11/26/2001,1.4243,1.5393,1.42,1.5264
11/27/2001,1.5143,1.5371,1.4643,1.5
11/28/2001,1.4893,1.515,1.4579,1.4664
11/29/2001,1.4714,1.4786,1.4421,1.4586
11/30/2001,1.4621,1.5314,1.4464,1.5214
12/3/2001,1.5043,1.52,1.4714,1.5036
12/4/2001,1.5036,1.6114,1.48,1.6
12/5/2001,1.5971,1.7164,1.5836,1.6971
12/6/2001,1.6771,1.6786,1.5814,1.6271
12/7/2001,1.6043,1.6221,1.5714,1.61
12/10/2001,1.5921,1.6421,1.5879,1.61
12/11/2001,1.6193,1.6321,1.5464,1.5557
12/12/2001,1.5621,1.5657,1.5179,1.535
12/13/2001,1.535,1.5393,1.4643,1.5
12/14/2001,1.4807,1.4879,1.435,1.4564
12/17/2001,1.4571,1.5,1.4421,1.4729
12/18/2001,1.4921,1.5236,1.4443,1.5007
12/19/2001,1.47,1.5486,1.4621,1.5443
12/20/2001,1.5286,1.5336,1.4729,1.4764
12/21/2001,1.5007,1.5386,1.4857,1.5
12/24/2001,1.4929,1.5321,1.4929,1.5257
12/26/2001,1.525,1.5929,1.51,1.535
12/27/2001,1.5414,1.5893,1.5414,1.5764
12/28/2001,1.5693,1.6429,1.5686,1.6021
12/31/2001,1.6079,1.6186,1.5593,1.5643
1/2/2002,1.575,1.6643,1.5686,1.6643
1/3/2002,1.6964,1.6964,1.6264,1.6843
1/4/2002,1.6671,1.7107,1.6421,1.6921
1/7/2002,1.6943,1.7143,1.625,1.6357
1/8/2002,1.625,1.6464,1.6043,1.615
1/9/2002,1.6286,1.6379,1.52,1.5464
1/10/2002,1.5157,1.5336,1.4471,1.5164
1/11/2002,1.5279,1.56,1.4714,1.5036
1/14/2002,1.5007,1.5286,1.4929,1.5107
1/15/2002,1.5229,1.5543,1.515,1.55
1/16/2002,1.5293,1.5293,1.4643,1.4843
1/17/2002,1.5693,1.6243,1.5621,1.6057
1/18/2002,1.5714,1.6143,1.5686,1.5836
1/22/2002,1.5907,1.5979,1.5586,1.5586
1/23/2002,1.6457,1.6457,1.5421,1.6443
1/24/2002,1.6364,1.6793,1.6357,1.6579
1/25/2002,1.635,1.6729,1.6186,1.6607
1/28/2002,1.6714,1.6821,1.6229,1.6621
1/29/2002,1.6586,1.6814,1.6321,1.6479
1/30/2002,1.6479,1.7243,1.6386,1.7207
1/31/2002,1.7257,1.7664,1.7221,1.7657
2/1/2002,1.7829,1.7829,1.7386,1.7436
2/4/2002,1.7371,1.8229,1.7286,1.8107
2/5/2002,1.7921,1.8557,1.7914,1.8179
2/6/2002,1.8293,1.8557,1.725,1.7621
2/7/2002,1.7607,1.8064,1.72,1.7357
2/8/2002,1.7436,1.76,1.6693,1.7164
2/11/2002,1.7093,1.7857,1.6957,1.7843
2/12/2002,1.7614,1.7886,1.7464,1.765
2/13/2002,1.7664,1.8029,1.7607,1.7864
2/14/2002,1.7893,1.8021,1.7414,1.7571
2/15/2002,1.7843,1.7843,1.7036,1.7071
2/19/2002,1.6971,1.7071,1.6057,1.6157
2/20/2002,1.6571,1.6571,1.5964,1.6521
2/21/2002,1.6371,1.6429,1.5321,1.5357
2/22/2002,1.5471,1.6393,1.5357,1.6243
2/25/2002,1.6321,1.7657,1.5971,1.7007
2/26/2002,1.7079,1.7407,1.6607,1.6907
2/27/2002,1.71,1.7321,1.4957,1.5686
2/28/2002,1.5821,1.6136,1.525,1.55
3/1/2002,1.5664,1.6786,1.5586,1.675
3/4/2002,1.6614,1.7557,1.6257,1.735
3/5/2002,1.725,1.745,1.6714,1.6807
3/6/2002,1.6771,1.7386,1.6379,1.7193
3/7/2002,1.7186,1.7521,1.6864,1.7414
3/8/2002,1.7671,1.7921,1.7357,1.7614
3/11/2002,1.7571,1.7957,1.7214,1.79
3/12/2002,1.7671,1.7671,1.7214,1.7657
3/13/2002,1.7407,1.775,1.725,1.7493
3/14/2002,1.7571,1.7571,1.7057,1.745
3/15/2002,1.7471,1.7829,1.7321,1.7821
3/18/2002,1.7821,1.7893,1.7371,1.7671
3/19/2002,1.7636,1.8071,1.7357,1.775
3/20/2002,1.7614,1.7957,1.75,1.78
3/21/2002,1.7357,1.7357,1.6614,1.7336
3/22/2002,1.73,1.7543,1.705,1.7207
3/25/2002,1.7193,1.7207,1.66,1.6679
3/26/2002,1.6571,1.6886,1.6429,1.6757
3/27/2002,1.6679,1.6943,1.6614,1.6764
3/28/2002,1.6929,1.7057,1.6757,1.6907
4/1/2002,1.7643,1.7643,1.6629,1.7471
4/2/2002,1.7143,1.7357,1.705,1.7193
4/3/2002,1.7179,1.7493,1.6857,1.6964
4/4/2002,1.6907,1.7893,1.6907,1.7786
4/5/2002,1.7821,1.7993,1.7214,1.7671
4/8/2002,1.7257,1.7629,1.6986,1.7543
4/9/2002,1.7564,1.7857,1.715,1.7214
4/10/2002,1.7293,1.7821,1.715,1.7614
4/11/2002,1.7879,1.8,1.7679,1.7757
4/12/2002,1.7864,1.7979,1.755,1.79
4/15/2002,1.79,1.7964,1.7714,1.7857
4/16/2002,1.7964,1.8571,1.7943,1.8386
4/17/2002,1.8521,1.8693,1.8129,1.865
4/18/2002,1.8214,1.8229,1.7771,1.815
4/19/2002,1.8207,1.8207,1.7807,1.7843
4/22/2002,1.7743,1.7807,1.7307,1.7521
4/23/2002,1.7529,1.77,1.7207,1.7321
4/24/2002,1.7357,1.75,1.6914,1.6979
4/25/2002,1.6829,1.7386,1.6821,1.7229
4/26/2002,1.7343,1.7407,1.6429,1.6436
4/29/2002,1.6543,1.7186,1.6493,1.7114
4/30/2002,1.7064,1.7414,1.6964,1.7336
5/1/2002,1.735,1.735,1.6686,1.7129
5/2/2002,1.7007,1.7386,1.6857,1.6921
5/3/2002,1.6836,1.7157,1.6736,1.6793
5/6/2002,1.6679,1.6786,1.6043,1.6179
5/7/2002,1.6386,1.6393,1.5814,1.605
5/8/2002,1.6571,1.7514,1.6457,1.7407
5/9/2002,1.7321,1.7393,1.7,1.7279
5/10/2002,1.735,1.735,1.6414,1.6657
5/13/2002,1.68,1.7207,1.6386,1.71
5/14/2002,1.7464,1.8343,1.73,1.8293
5/15/2002,1.8121,1.8557,1.7743,1.8057
5/16/2002,1.79,1.8179,1.7679,1.8007
5/17/2002,1.8207,1.8414,1.7579,1.7864
5/20/2002,1.755,1.7807,1.7521,1.7671
5/21/2002,1.7736,1.7857,1.6714,1.6757
5/22/2002,1.6693,1.7407,1.6657,1.7371
5/23/2002,1.7464,1.8029,1.7193,1.7986
5/24/2002,1.785,1.785,1.7114,1.725
5/28/2002,1.6921,1.7286,1.6736,1.7129
5/29/2002,1.7086,1.7457,1.675,1.7129
5/30/2002,1.6979,1.7414,1.6793,1.7286
5/31/2002,1.7207,1.7321,1.6629,1.6643
6/3/2002,1.6707,1.675,1.6129,1.6364
6/4/2002,1.6343,1.6457,1.5843,1.6271
6/5/2002,1.6307,1.635,1.5964,1.6229
6/6/2002,1.64,1.6593,1.5743,1.5829
6/7/2002,1.5543,1.5671,1.495,1.5286
6/10/2002,1.5343,1.56,1.5243,1.5343
6/11/2002,1.5457,1.55,1.4579,1.4614
6/12/2002,1.4579,1.4821,1.4243,1.435
6/13/2002,1.43,1.4321,1.3843,1.3957
6/14/2002,1.3743,1.4543,1.2936,1.4357
6/17/2002,1.4457,1.4736,1.4179,1.4671
6/18/2002,1.4586,1.4707,1.4271,1.4393
6/19/2002,1.2407,1.2571,1.2057,1.2229
6/20/2002,1.2264,1.2571,1.2036,1.2221
6/21/2002,1.2121,1.2493,1.1993,1.2036
6/24/2002,1.1979,1.2664,1.1929,1.2336
6/25/2002,1.2429,1.2629,1.2043,1.2243
6/26/2002,1.2,1.235,1.1414,1.1821
6/27/2002,1.1993,1.2336,1.1729,1.2186
6/28/2002,1.2214,1.2729,1.2143,1.2657
7/1/2002,1.265,1.2771,1.2179,1.2186
7/2/2002,1.2164,1.2257,1.2021,1.21
7/3/2002,1.2007,1.2629,1.1964,1.2536
7/5/2002,1.265,1.3393,1.265,1.3386
7/8/2002,1.3229,1.3293,1.2629,1.2864
7/9/2002,1.2921,1.3064,1.2471,1.2521
